ticker,predictedClose,lastClosePrice,positionType,entryPrice,closePrice,profit,date
GOOGL,166.39764404296875,174.99,Short,174.99,174.99,0.5714612263557918,2024-05-25
AMZN,182.5473480224609,180.75,Long,180.75,180.75,0.5532503457814661,2024-05-25
AAPL,178.69696044921875,189.98,Short,189.98,189.98,0.526371196968102,2024-05-25
