ticker,predictedClose,lastClosePrice,positionType,entryPrice,closePrice,profit,date
M&M.NS,2208.724609375,2579.75,Short,-,-,-,-
BHARTIARTL.NS,1299.722412109375,1388.5,Short,-,-,-,-
