ticker,predictedClose,lastClosePrice,positionType,entryPrice,closePrice,profit,date
INTC,32.18824768066406,30.72,Long,30.72,30.72,3.2552083333333335,2024-05-25
PYPL,64.3000717163086,61.64,Long,61.64,61.64,1.6223231667748215,2024-05-25
CSCO,47.775482177734375,46.42,Long,46.42,46.42,2.1542438604049976,2024-05-25
